date_ref,final_value,var_name,smooth_volatility
2020-01-01,2.902679399670687,FACILIDAD_DEPOSITO,10
2019-01-01,2.901672592701526,FACILIDAD_DEPOSITO,20
2016-01-01,2.8991396542160426,FACILIDAD_DEPOSITO,30
2015-01-01,2.898501896392347,CURVA_EUR_20Y,40
2022-01-01,2.8955034950394514,CURVA_EUR_1Y,10
2021-01-01,2.8952666810345367,BONO_10Y_ALE,30
2019-01-01,2.8939856307302274,CURVA_EUR_20Y,30
2021-01-01,2.89221186075039,CURVA_EUR_20Y,40
2014-01-01,2.8905931736596946,FACILIDAD_DEPOSITO,40
2017-01-01,2.889299443930129,FACILIDAD_DEPOSITO,25
2021-01-01,2.8880345223103454,EURIBOR_3M,10
2021-01-01,2.887143473319098,EURIBOR_1M,15
2020-01-01,2.88686721287238,CURVA_EUR_20Y,20
2020-01-01,2.8849422997332175,EURIBOR_3M,35
2018-01-01,2.881998077380646,CURVA_EUR_20Y,40
2020-01-01,2.880751556850492,CURVA_EUR_7Y,40
2014-01-01,2.87940476215739,BONO_10Y_ALE,40
2013-01-01,2.8783897696183427,FACILIDAD_DEPOSITO,40
2018-01-01,2.8765666640977794,BONO_10Y_POR,20
2017-01-01,2.876371273229514,CURVA_EUR_20Y,35
2019-01-01,2.8762875967388486,EURIBOR_1M,40
2021-01-01,2.8760194442783997,EURIBOR_12M,40
2015-01-01,2.875247892923757,CURVA_EUR_10Y,40
2022-01-01,2.8738800217998066,BONO_10Y_POR,20
2022-01-01,2.872388285089757,CURVA_EUR_2Y,40
2018-01-01,2.8721723290926477,FACILIDAD_DEPOSITO,20
2015-01-01,2.8721172538232533,FACILIDAD_DEPOSITO,30
2020-01-01,2.8718827670151397,EURIBOR_1M,25
2019-01-01,2.869462735585444,FACILIDAD_DEPOSITO,15
2013-01-01,2.869279045335181,BONO_10Y_ALE,40
2016-01-01,2.868823938031287,FACILIDAD_DEPOSITO,25
2021-01-01,2.8686271236658576,EURIBOR_6M,15
2016-01-01,2.867960570331308,CURVA_EUR_20Y,35
2024-01-01,2.866426919943197,BONO_10Y_ITA,20
2019-01-01,2.8657801180507754,BONO_10Y_ESP,10
2019-01-01,2.862865099052316,CURVA_EUR_30Y,35
2022-01-01,2.862582397440011,ESTR,10
2020-01-01,2.862452190438457,EURIBOR_3M,30
2019-01-01,2.861200137102372,EURIBOR_1M,35
2020-01-01,2.8600787151748874,ESTR,20
2022-01-01,2.8592457451623,FACILIDAD_DEPOSITO,0
2014-01-01,2.858462009240347,FACILIDAD_DEPOSITO,35
2021-01-01,2.858073636139208,CURVA_EUR_10Y,40
2016-01-01,2.856662785813055,ESTR,20
2003-01-01,2.856662785813055,ESTR,20
2004-01-01,2.856662785813055,ESTR,20
2019-01-01,2.856662785813055,ESTR,20
2005-01-01,2.856662785813055,ESTR,20
2018-01-01,2.856662785813055,ESTR,20
2015-01-01,2.856662785813055,ESTR,20
2017-01-01,2.856662785813055,ESTR,20
2014-01-01,2.856662785813055,ESTR,20
2013-01-01,2.856662785813055,ESTR,20
2012-01-01,2.856662785813055,ESTR,20
2006-01-01,2.856662785813055,ESTR,20
2011-01-01,2.856662785813055,ESTR,20
2010-01-01,2.856662785813055,ESTR,20
2009-01-01,2.856662785813055,ESTR,20
2008-01-01,2.856662785813055,ESTR,20
2002-01-01,2.856662785813055,ESTR,20
2007-01-01,2.856662785813055,ESTR,20
2001-01-01,2.856662785813055,ESTR,20
2000-01-01,2.856662785813055,ESTR,20
2020-01-01,2.856648751077067,BONO_10Y_POR,10
2017-01-01,2.8565628254624538,FACILIDAD_DEPOSITO,20
2020-01-01,2.8548742212718756,FACILIDAD_DEPOSITO,5
2014-01-01,2.8515085569980694,BONO_10Y_ITA,40
2024-01-01,2.8500266277098354,BONO_10Y_ITA,5
2018-01-01,2.8489574748303426,CURVA_EUR_10Y,40
2013-01-01,2.8468992876919956,FACILIDAD_DEPOSITO,35
